focus_area,provider,url,title,source,published,relevance,date_added
agents_and_finance,openai,https://daloopa.com/blog/press-release/daloopa-expands-financial-data-model-context-protocol,Daloopa expands financial data Model Context Protocol (MCP) through a new connector with OpenAI,Daloopa Blog (press release),2025-12-09,Announces an OpenAI MCP connector that brings Daloopa’s source-linked fundamentals/KPIs into ChatGPT for agentic financial analysis workflows.,2025-12-24
agents_and_finance,openai,https://pitchbook.com/media/press-releases/pitchbook-launches-new-generative-ai-experiences-with-the-introduction-of-pitchbook-navigator-and-upcoming-integration-with-openai,PitchBook Launches New Generative AI Experiences with the Introduction of PitchBook Navigator and Upcoming Integration with OpenAI,PitchBook (press release),2025-11-10,Introduces PitchBook Navigator and announces an upcoming OpenAI MCP connector so PitchBook subscribers can query private market data within ChatGPT.,2025-12-24
agents_and_finance,openai,https://pitchbook.com/media/press-releases/pitchbooks-industry-leading-private-capital-market-intelligence-is-now-accessible-in-claude,PitchBook’s Industry Leading Private Capital Market Intelligence is Now Accessible in Claude,PitchBook (press release),2025-10-28,General availability of PitchBook private markets data inside Claude (Anthropic) for financial research and decision-making.,2025-12-24
agents_and_finance,openai,https://pitchbook.com/media/press-releases/pitchbook-announces-llm-partnerships-with-anthropic-perplexity-rogo-and-hebbia-to-expand-access-to-private-capital-market-data,"PitchBook Announces LLM Partnerships with Anthropic, Perplexity, Rogo and Hebbia to Expand Access to Private Capital Market Data",PitchBook (press release),2025-07-22,"Key rollup of PitchBook’s strategy to embed private-market intelligence into multiple agentic/LLM financial workflows (memos, decks, research).",2025-12-24
agents_and_finance,openai,https://rogo.ai/news/announcing-rogo-s-new-partnership-with-pitchbook,Announcing Rogo’s New Partnership with PitchBook,Rogo,2025-07-25,"Details how Rogo grounds banking/investing workflows in PitchBook datasets for screening, benchmarking, and research automation.",2025-12-24
agents_and_finance,openai,https://www.lseg.com/en/media-centre/press-releases/2025/lseg-and-rogo-announce-strategic-partnership,LSEG and Rogo Announce Strategic Partnership,LSEG (press release),2025-08-20,"Integrates LSEG Workspace content (fundamentals, estimates, M&A database) into Rogo’s AI agents for IB/PE workflows.",2025-12-24
agents_and_finance,openai,https://www.lseg.com/en/media-centre/press-releases/2025/lseg-announces-collaboration-with-anthropic,LSEG and Anthropic collaborate to make more financial data accessible to Claude for Enterprise customers,LSEG (press release),2025-10-27,"Brings licensed LSEG data into Claude for Financial Services via MCP to enable agentic workflows (earnings, diligence, market signals).",2025-12-24
agents_and_finance,openai,https://www.hebbia.com/newsroom/hebbia-partners-with-pitchbook,Hebbia Partners With PitchBook,Hebbia (newsroom),2025-06-17,"Adds a PitchBook data source inside Hebbia Matrix for citation-backed private market comps, rounds, and deal data.",2025-12-24
agents_and_finance,openai,https://www.businesswire.com/news/home/20250908104474/en/Hebbia-Partners-With-FactSet-to-Power-AI-Driven-Financial-Research,Hebbia Partners With FactSet to Power AI-Driven Financial Research,Business Wire,2025-09-08,"FactSet structured data (prices, estimates, financials) becomes available within Hebbia’s finance-focused agentic document workflows.",2025-12-24
agents_and_finance,openai,https://www.hebbia.com/blog/hebbia-integrates-with-microsoft-azure-ai-foundry-to-elevate-financial,Hebbia Integrates with Microsoft Azure AI Foundry to Elevate Financial Analysis,Hebbia (newsroom/blog),2025-08-27,"Announces GPT-5 availability via Azure AI Foundry in Hebbia’s Matrix platform for diligence, deal sourcing, and finance research at scale.",2025-12-24
agents_and_finance,openai,https://finster.ai/news/finster-partners-with-pitchbook-to-enhance-private-market-data,Finster partners with PitchBook to enhance private market data,Finster,2025-08-19,"Embeds PitchBook company/deal data into an AI-native research platform for private-company screening, modeling, and writeups.",2025-12-24
agents_and_finance,openai,https://finster.ai/resources/news/finster-ai-partners-with-preqin-to-expand-alternative-assets-coverage,Finster AI partners with Preqin to expand alternative assets coverage,Finster,2025-10-29,"Brings Preqin private markets datasets (fundraising, fund performance benchmarks/indices) into Finster’s agentic research workflows.",2025-12-24
agents_and_finance,openai,https://www.modelml.com/articles/model-ml-and-pitchbook,Turning Private Market Data into Action: Model ML Announces Partnership with Pitchbook,Model ML,2025-09-30,Integrates PitchBook private markets data into Model ML’s platform for automating finance deliverables (memos/decks/research).,2025-12-24
agents_and_finance,openai,https://www.farsight-ai.com/news/farsight-integrates-s-p-capital-iq-pro-data,Farsight Integrates with S&P Capital IQ Pro,Farsight,2025-07-01,"Example of Capital IQ Pro integration powering financial AI agents for CIMs, pitch decks, benchmarking, and transcript-driven analysis.",2025-12-24
agents_and_finance,openai,https://www.alpha-sense.com/press/alphasense-launches-autonomous-ai-agent-interviewer-debuts-channel-checks-to-deliver-real-time-market-signals-across-all-sectors-of-the-economy/,"AlphaSense Launches Autonomous AI Agent Interviewer, Debuts Channel Checks to Deliver Real-Time Market Signals Across All Sectors of the Economy",AlphaSense (press),2025-08-19,Launches an autonomous “AI agent interviewer” to scale expert insights (Tegus) for investment research and market monitoring.,2025-12-24
agents_and_finance,openai,https://www.alpha-sense.com/press/alphasense-acquires-carousel/,AlphaSense Acquires Carousel to Power AI-Driven Excel Modeling,AlphaSense (press),2025-10-07,Adds AI-assisted Excel modeling to AlphaSense’s agentic research stack (documents → insights → dynamic models).,2025-12-24
agents_and_finance,openai,https://press.spglobal.com/2025-10-22-S-P-Global-Redefines-Financial-Insights-with-New-AI-Powered-Multi-Document-Research-and-Analysis-Tool-in-Capital-IQ-Pro-ChatIQ,S&P Global Redefines Financial Insights with New AI-Powered Multi-Document Research and Analysis Tool in Capital IQ Pro ChatIQ,S&P Global (press),2025-10-22,"Capital IQ Pro adds multi-document GenAI analysis with citations + workflow enhancements (screening/alerts), supporting agentic research.",2025-12-24
agents_and_finance,openai,https://www.marketplace.spglobal.com/en/solutions/document-intelligence-for-salesforce-agentforce-%283eba81d8-91b9-42e3-b2ef-e7887dbe8781%29,Document Intelligence for Salesforce Agentforce Solution,S&P Global Marketplace,2025-10-14,Capital IQ Pro Document Intelligence packaged as an Agentforce/AgentExchange solution—useful signal for CRM-integrated agentic finance workflows.,2025-12-24
agents_and_finance,openai,https://investor.spglobal.com/news-releases/news-details/2025/SP-Global-Agrees-to-Acquire-With-Intelligence-from-Motive-Partners-for-1-8-Billion-Establishing-Its-Leadership-in-Private-Markets-Intelligence/default.aspx,"S&P Global Agrees to Acquire With Intelligence from Motive Partners for $1.8 Billion, Establishing Its Leadership in Private Markets Intelligence",S&P Global (investor relations),2025-10-15,Major private-markets data acquisition expanding coverage across PE/credit/alternatives—relevant data layer for agentic diligence and portfolio monitoring.,2025-12-24
agents_and_finance,openai,https://www.datasite.com/en/company/news/datasite-acquires-leading-private-market-intelligence-company-grata-with--500-million-investment-commitment,Datasite Acquires Leading Private Market Intelligence Company Grata with $500 Million Investment Commitment,Datasite (press release),2025-06-03,Combines M&A workflow tooling with AI-native private market intelligence for deal sourcing and due diligence automation.,2025-12-24
agents_and_finance,openai,https://www.datasite.com/en/company/news/datasite-acquires-leading-agentic-ai-company-blueflame,Datasite Acquires Leading Agentic AI Company Blueflame,Datasite (press release),2025-07-23,"Acquisition of an agentic AI platform purpose-built for investment workflows (search, doc processing, automation) and data room integrations.",2025-12-24
agents_and_finance,openai,https://www.prnewswire.com/news-releases/chronograph-and-anthropic-announce-integration-of-private-capital-data-into-claude-302595846.html,Chronograph and Anthropic Announce Integration of Private Capital Data into Claude,PR Newswire,2025-10-28,Private capital portfolio monitoring/valuation analytics made accessible inside Claude via MCP for PE/VC investor workflows.,2025-12-24
agents_and_finance,openai,https://www.thirdbridge.com/en-us/about-us/media/news/third-bridge-integrates-with-claude-for-financial-services,Third Bridge integrates expert insights with Anthropic’s Claude for Financial Services,Third Bridge,2025-10-28,Brings proprietary expert interview transcript libraries into Claude for agentic diligence and investment research (via MCP).,2025-12-24
agents_and_finance,openai,https://aiera.com/newsroom/aiera-and-anthropic-integration/,Aiera and Anthropic Announce Integration of Aiera’s Trusted Market Intelligence into Claude for Financial Services,Aiera,2025-10-27,Aiera MCP server exposes investor events and real-time market intelligence directly inside Claude to speed research and decision-making.,2025-12-24
agents_and_finance,openai,https://arxiv.org/abs/2512.14744,VERAFI: Verified Agentic Financial Intelligence through Neurosymbolic Policy Generation,arXiv,2025-12-12,Proposes a verified agentic framework (GAAP/SEC/math policies) to reduce calculation/compliance errors in financial AI systems.,2025-12-24
agents_and_finance,openai,https://arxiv.org/abs/2510.20099,AI PB: A Grounded Generative Agent for Personalized Investment Insights,arXiv,2025-10-23,"Describes a production-scale grounded investment-insights agent with orchestration, hybrid retrieval, and compliance constraints.",2025-12-24
agents_and_finance,openai,https://arxiv.org/abs/2510.15949,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination,arXiv,2025-10-10,Multi-agent trading framework with dynamic prompt optimization and order-aware action space (bridging model output to executable orders).,2025-12-24
agents_and_finance,openai,https://arxiv.org/abs/2508.16571,LLM-Based Agents for Competitive Landscape Mapping in Drug Asset Due Diligence,arXiv,2025-08-22,Agentic due-diligence benchmark + system (biotech VC memos); reports major analyst time savings and compares against Deep Research/Perplexity.,2025-12-24
agents_and_finance,openai,https://arxiv.org/abs/2505.10278,MASS: Multi-Agent Simulation Scaling for Portfolio Construction,arXiv,2025-05-15,Portfolio construction via scaling multi-agent simulations; paper includes an open-source implementation link for reproducibility/extension.,2025-12-24
agents_and_finance,openai,https://github.com/gta0804/MASS,gta0804/MASS — Official implementation of MASS: Multi-Agent Simulation Scaling for Portfolio Construction,GitHub,recent,Open-source codebase for running MASS multi-agent portfolio construction simulations and agent distribution optimization.,2025-12-24
agents_and_finance,anthropic,https://arxiv.org/abs/2412.20138,TradingAgents: Multi-Agents LLM Financial Trading Framework,arXiv,"December 28, 2024","Proposes a novel multi-agent trading framework with specialized roles (fundamental, sentiment, technical analysts) showing superior returns over baselines.",2025-12-24
agents_and_finance,anthropic,https://arxiv.org/html/2411.04788v1,Enhancing Investment Analysis: Optimizing AI-Agent Collaboration in Financial Research,arXiv,November 2024,Academic paper from ICAIF '24 demonstrating multi-agent collaboration outperforms single-agent models in investment research.,2025-12-24
agents_and_finance,anthropic,https://aws.amazon.com/blogs/industries/agentic-ai-in-financial-services-choosing-the-right-pattern-for-multi-agent-systems/,Agentic AI in Financial Services: Choosing the Right Pattern for Multi-Agent Systems,AWS Blog,December 2024,"AWS details multi-agent patterns (workflow, swarm, graph) for financial services with Amazon Bedrock AgentCore.",2025-12-24
agents_and_finance,anthropic,https://www.weforum.org/stories/2024/12/agentic-ai-financial-services-autonomy-efficiency-and-inclusion/,How Agentic AI will transform financial services,World Economic Forum,December 2024,WEF analysis on agentic AI transforming financial services with autonomous decision-making capabilities.,2025-12-24
agents_and_finance,anthropic,https://www.deloitte.com/cz-sk/en/services/consulting/blogs/where-is-the-value-of-AI-in-MA-why-multi-agent-systems-needs-modern-data-architecture.html,Where is the value of AI in M&A: why multi-agent systems needs modern data architecture,Deloitte,recent,Deloitte analysis on multi-agent AI systems for M&A and due diligence with Gartner projections.,2025-12-24
agents_and_finance,anthropic,https://www.alpha-sense.com/press/alphasense-launches-financial-data/,AlphaSense Launches Financial Data with Deal Intelligence Agent,AlphaSense,October 2025,"AlphaSense launches agentic workflows for deal sourcing, sector analysis, and investment decisions with 950K+ M&A deals.",2025-12-24
agents_and_finance,anthropic,https://www.prnewswire.com/news-releases/alphasense-launches-deep-research-automating-in-depth-analysis-with-agentic-ai-302476710.html,AlphaSense Launches Deep Research - Automating In-Depth Analysis with Agentic AI,PR Newswire,June 2025,AlphaSense's Deep Research AI agent automates complex research tasks for financial analysts.,2025-12-24
agents_and_finance,anthropic,https://www.bloomberg.com/company/stories/closing-the-agentic-ai-productionization-gap-bloomberg-embraces-mcp/,Closing the Agentic AI productionization gap: Bloomberg embraces MCP,Bloomberg,July 2025,Bloomberg adopts Model Context Protocol (MCP) for agentic AI development in finance applications.,2025-12-24
agents_and_finance,anthropic,https://www.bloomberg.com/company/stories/bloombergs-ai-engineers-introduce-an-improved-agent-tool-calling-methodology-acl-2025/,Bloomberg's AI engineers introduce an improved agent tool-calling methodology at ACL 2025,Bloomberg,July 2025,Bloomberg researchers present new Cost-Aware Pass Rate metric for LLM agent efficiency in finance.,2025-12-24
agents_and_finance,anthropic,https://github.com/TauricResearch/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,GitHub,recent,"Open-source multi-agent trading framework built with LangGraph featuring analyst, researcher, and risk management agents.",2025-12-24
agents_and_finance,anthropic,https://github.com/AI4Finance-Foundation/FinRobot,FinRobot: An Open-Source AI Agent Platform for Financial Analysis using LLMs,GitHub,recent,"Open-source platform with market forecasting, document analysis, and trading strategy agents using FinGPT.",2025-12-24
agents_and_finance,anthropic,https://github.com/AI4Finance-Foundation/FinGPT,FinGPT: Open-Source Financial Large Language Models,GitHub,recent,"Open-source financial LLM framework for sentiment analysis and trading, democratizing FinLLM access.",2025-12-24
agents_and_finance,anthropic,https://blog.langchain.com/captide/,How Captide agents compress investment research from days to seconds,LangChain Blog,June 2025,Case study of Captide using LangGraph Platform for investment research and equity modeling agents.,2025-12-24
agents_and_finance,anthropic,https://blog.langchain.com/customers-harmonic/,How Harmonic built an investment agent with LangGraph and LangSmith,LangChain Blog,April 2025,"Harmonic uses LangGraph for VC deal sourcing and startup research agents, achieving 30% better search outcomes.",2025-12-24
agents_and_finance,anthropic,https://www.salesforce.com/news/stories/agentforce-for-financial-services-announcement/,Salesforce Introduces Agentforce for Financial Services,Salesforce,May 2025,"Pre-built AI agent templates for financial advisors, bankers, and insurance with compliance controls.",2025-12-24
agents_and_finance,anthropic,https://www.mongodb.com/company/blog/innovation/reimagining-investment-portfolio-management-with-agentic-ai,Reimagining Investment Portfolio Management with Agentic AI,MongoDB Blog,June 2025,MongoDB solution architecture for multi-agent portfolio management with market analysis and sentiment agents.,2025-12-24
agents_and_finance,anthropic,https://digiqt.com/blog/ai-agents-for-private-equity/,AI Agents in Private Equity: Proven Wins and Pitfalls,Digiqt Blog,September 2025,Real-world PE use cases showing 35% IR cycle time reduction with LP relations automation agents.,2025-12-24
agents_and_finance,anthropic,https://www.v7labs.com/blog/ai-for-private-equity-venture-capital,5 Applications of AI in Venture Capital and Private Equity,V7 Labs,recent,"Survey shows 82% of PE/VC firms using AI in Q4 2024, up from 47% the prior year for due diligence.",2025-12-24
agents_and_finance,anthropic,https://www.affinity.co/guides/vc-ai-tools,10 AI Tools for Venture Capital Firms in 2025,Affinity,2025,"Guide to AI-powered deal sourcing, relationship intelligence, and portfolio management tools for VCs.",2025-12-24
agents_and_finance,anthropic,https://govclab.com/2025/04/12/ai-for-vc/,AI for Venture Capital (VC) - VC Lab,VC Lab,April 2025,Comprehensive overview of AI adoption in VC with up to 40% time savings on routine tasks.,2025-12-24
agents_and_finance,anthropic,https://www.calcalistech.com/ctechnews/article/bktsdpzole,How AI became the ultimate partner for venture capitalists,Calcalist Tech,August 2025,Survey of Israeli VCs showing AI agents delivering 3-4x more qualified leads per week without headcount increase.,2025-12-24
agents_and_finance,anthropic,https://www.pwc.com/us/en/services/audit-assurance/library/ai-agents-for-finance-and-reporting.html,How AI agents are transforming finance and reporting,PwC,recent,PwC's perspective on AI agents in financial reporting including Next Gen Audit vision.,2025-12-24
agents_and_finance,anthropic,https://www.highradius.com/resources/Blog/agentic-ai-in-financial-reporting/,How Agentic AI Enhances Financial Reporting: 5 Key Benefits,HighRadius,April 2025,"Practical guide on AI agents for journal entry automation, compliance, and narrative reporting.",2025-12-24
agents_and_finance,anthropic,https://cacm.acm.org/blogcacm/leveraging-ai-multi-agent-systems-in-financial-analysis/,Leveraging AI Multi-Agent Systems in Financial Analysis,Communications of the ACM,July 2025,Academic perspective on multi-agent systems for fundamental analysis and real-time market monitoring.,2025-12-24
agents_and_finance,anthropic,https://arxiv.org/html/2408.06361v1,Large Language Model Agent in Financial Trading: A Survey,arXiv,August 2024,"Comprehensive survey of LLM agents in trading covering architectures, memory, and reasoning mechanisms.",2025-12-24
agents_and_finance,anthropic,https://arxiv.org/html/2504.10789v1,Can Large Language Models Trade? Testing Financial Theories with LLM Agents,arXiv,April 2025,Research on LLM trading agents showing they can execute strategies and produce realistic market dynamics.,2025-12-24
agents_and_finance,anthropic,https://github.com/pipiku915/FinMem-LLM-StockTrading,FinMem: A Performance-Enhanced LLM Trading Agent with Layered Memory,GitHub,recent,Open-source LLM agent with cognitive memory architecture for financial decision-making.,2025-12-24
agents_and_finance,anthropic,https://www.llamaindex.ai/industry/finance,Build document agents for finance - LlamaIndex,LlamaIndex,recent,LlamaIndex platform for building financial document agents for compliance and due diligence.,2025-12-24
agents_and_finance,anthropic,https://learn.deeplearning.ai/courses/multi-ai-agent-systems-with-crewai/lesson/ixy19/mutli-agent-collaboration-for-financial-analysis-(code),Multi AI Agent Systems with CrewAI - Financial Analysis,DeepLearning.AI,May 2024,Educational course on building multi-agent financial analysis crews with stock research capabilities.,2025-12-24
agents_and_finance,anthropic,https://www.researchgate.net/publication/396731115_StockVision_A_Multi-Agent_AI_framework_for_Intelligent_Stock_Investment_and_Analysis_using_CrewAI,StockVision: A Multi-Agent AI framework for Stock Investment using CrewAI,ResearchGate,September 2025,Academic paper on Django-based multi-agent platform for automated stock analysis and recommendations.,2025-12-24
agent_infrastructure,openai,https://openai.com/index/agentic-ai-foundation,OpenAI co-founds the Agentic AI Foundation under the Linux Foundation,OpenAI (Company blog),"Dec 9, 2025","Announces AAIF and the donation of AGENTS.md, signaling accelerating standardization around agent interoperability and project-level agent instructions. citeturn23search0",2025-12-24
agent_infrastructure,openai,https://openai.com/index/new-tools-and-features-in-the-responses-api/,New tools and features in the Responses API,OpenAI (Product blog),"May 21, 2025",Adds built-in tool upgrades including support for remote MCP servers in the Responses API—key infrastructure for tool-use and agent connectivity. citeturn22search2,2025-12-24
agent_infrastructure,openai,https://openai.github.io/openai-agents-python/,OpenAI Agents SDK (Docs),OpenAI (Documentation),recent,"Canonical docs for agent primitives (agents, handoffs, guardrails, sessions) plus tracing and structured outputs patterns. citeturn22search0",2025-12-24
agent_infrastructure,openai,https://github.com/openai/openai-agents-python,openai/openai-agents-python — OpenAI Agents SDK (Python),GitHub,recent,"Reference implementation + examples for building multi-agent workflows (handoffs, guardrails, sessions, tracing) in Python. citeturn22search1",2025-12-24
agent_infrastructure,openai,https://github.com/openai/openai-agents-js,openai/openai-agents-js — OpenAI Agents SDK (JavaScript/TypeScript),GitHub,recent,"JS/TS Agents SDK with multi-agent workflows, structured outputs, tracing, and local MCP server support (plus voice/realtime agent primitives). citeturn25view0",2025-12-24
agent_infrastructure,openai,https://modelcontextprotocol.io/development/roadmap,Roadmap — Model Context Protocol (MCP),Model Context Protocol (Docs),"Last updated Oct 31, 2025",Tracks upcoming MCP spec priorities and timeline—useful for client/server implementors planning compatibility work. citeturn0search4,2025-12-24
agent_infrastructure,openai,https://modelcontextprotocol.io/docs/tools/inspector,MCP Inspector,Model Context Protocol (Docs),recent,"Official debugging UI/CLI guide for inspecting MCP servers (tools/resources/prompts), critical for MCP server development workflows. citeturn4search0",2025-12-24
agent_infrastructure,openai,https://github.com/modelcontextprotocol/python-sdk,modelcontextprotocol/python-sdk — Official Python SDK for MCP servers and clients,GitHub,recent,"Core Python SDK for implementing MCP servers/clients (incl. FastMCP patterns, structured outputs, elicitation/OAuth examples). citeturn3search2",2025-12-24
agent_infrastructure,openai,https://github.com/modelcontextprotocol/typescript-sdk,modelcontextprotocol/typescript-sdk — Official TypeScript SDK for MCP servers and clients,GitHub,recent,Core TS SDK for building MCP servers/clients across stdio + Streamable HTTP transports; foundation for JS MCP tooling ecosystems. citeturn3search1,2025-12-24
agent_infrastructure,openai,https://github.com/modelcontextprotocol/go-sdk,modelcontextprotocol/go-sdk — Official Go SDK for MCP servers and clients,GitHub,recent,Go SDK (maintained in collaboration with Google) enabling MCP servers/clients and OAuth primitives for Go infra stacks. citeturn3search0,2025-12-24
agent_infrastructure,openai,https://github.com/github/github-mcp-server/releases,Releases — GitHub MCP Server,GitHub,"Nov 25, 2025 (v0.23.0)","Changelog for GitHub’s MCP server; tracks real-world MCP feature evolution (e.g., tool-specific config and SDK migrations). citeturn1search1",2025-12-24
agent_infrastructure,openai,https://aws.amazon.com/about-aws/whats-new/2025/11/the-aws-api-mcp-server-aws-marketplace,The AWS API MCP Server is now available on AWS Marketplace,AWS (What’s New),"Nov 26, 2025",Shows enterprise-grade packaging/deployment of an MCP server (managed deployment + auth/session isolation via Bedrock AgentCore). citeturn4search1,2025-12-24
agent_infrastructure,openai,https://www.microsoft.com/en-us/dynamics-365/blog/it-professional/2025/11/11/dynamics-365-erp-model-context-protocol/,Dynamics 365 ERP MCP Server: Adaptive & Analytics-Ready,Microsoft Dynamics 365 Blog,"Nov 11, 2025",Enterprise adoption signal: Microsoft outlines MCP-first strategy for ERP agents plus public preview of a dynamic ERP MCP server. citeturn0search0,2025-12-24
agent_infrastructure,openai,https://www.anthropic.com/engineering/building-agents-with-the-claude-agent-sdk,Building agents with the Claude Agent SDK,Anthropic Engineering,"Sep 29, 2025",Official guide + best practices for building agent loops on Claude via the Claude Agent SDK (formerly Claude Code SDK). citeturn2search1,2025-12-24
agent_infrastructure,openai,https://pypi.org/project/claude-agent-sdk/,claude-agent-sdk (PyPI),PyPI,"Dec 18, 2025 (0.1.18 upload)",Package distribution page for the Claude Agent SDK—useful for tracking released versions and install targets across platforms. citeturn2search0,2025-12-24
agent_infrastructure,openai,https://github.com/anthropics/claude-agent-sdk-typescript,anthropics/claude-agent-sdk-typescript,GitHub,recent,TypeScript SDK for building autonomous agents that can edit files/run commands and orchestrate workflows on Claude. citeturn2search6,2025-12-24
agent_infrastructure,openai,https://www.anthropic.com/engineering/advanced-tool-use,Introducing advanced tool use on the Claude Developer Platform,Anthropic Engineering,recent,"Details beta capabilities for higher-reliability tool orchestration (tool discovery/search, programmatic tool calling, defer loading, access controls). citeturn2search4",2025-12-24
agent_infrastructure,openai,https://developers.googleblog.com/introducing-agent-development-kit-for-typescript-build-ai-agents-with-the-power-of-a-code-first-approach/,Introducing Agent Development Kit for TypeScript: Build AI Agents with the Power of a Code-First Approach,Google Developers Blog,"Dec 17, 2025",Announces open-source ADK for TypeScript/JavaScript for building agents and multi-agent systems with code-first orchestration. citeturn2search3,2025-12-24
agent_infrastructure,openai,https://developers.googleblog.com/announcing-the-agent-development-kit-for-go-build-powerful-ai-agents-with-your-favorite-languages/,Announcing the Agent Development Kit for Go: Build Powerful AI Agents with Your Favorite Languages,Google Developers Blog,"Nov 7, 2025","Extends Google’s ADK ecosystem to Go, relevant for teams building agent infra in Go services. citeturn2search2",2025-12-24
agent_infrastructure,openai,https://blog.langchain.com/langchain-langchain-1-0-alpha-releases/,LangChain & LangGraph 1.0 alpha releases,LangChain Blog,"Sep 2, 2025","Explains v1 alpha changes (create_agent, standard content blocks, durable runtime) that affect tool-calling, structured outputs, and agent orchestration. citeturn21view0",2025-12-24
agent_infrastructure,openai,https://changelog.langchain.com/announcements/langchain-1-0-now-generally-available,LangChain 1.0 now generally available,LangChain Changelog,"Oct 22, 2025","Release notes highlighting create_agent, middleware, and improved structured output generation integrated into the main agent loop. citeturn19search0",2025-12-24
agent_infrastructure,openai,https://changelog.langchain.com/announcements/langgraph-1-0-is-now-generally-available,LangGraph 1.0 is now generally available,LangChain Changelog,"Oct 22, 2025","Marks LangGraph’s stable durable-agent runtime (persistence, HITL, graph execution) for production agent infrastructure. citeturn19search1",2025-12-24
agent_infrastructure,openai,https://github.com/advisories/GHSA-wwqv-p2pp-99h5,"LangGraph Checkpoint affected by RCE in ""json"" mode of JsonPlusSerializer (GHSA-wwqv-p2pp-99h5)",GitHub Advisory Database,"Nov 5, 2025 (updated Nov 7, 2025)",Security-critical advisory for durable agent state/checkpointing; patched in langgraph-checkpoint 3.0.0. citeturn17search8,2025-12-24
agent_infrastructure,openai,https://www.llamaindex.ai/blog/llamaagents-build-serve-and-deploy-document-agents,"Announcing LlamaAgents Open Preview: Build, Serve & Deploy Document Agents",LlamaIndex Blog,"Nov 18, 2025",Agent deployment tooling (llamactl + templates + cloud deployment) for productionizing multi-step agent workflows over documents. citeturn9view0,2025-12-24
agent_infrastructure,openai,https://www.llamaindex.ai/blog/making-coding-agents-safe-using-llamaindex,Making Coding Agents Safe: Using LlamaIndex to Secure Filesystem Access,LlamaIndex Blog,"Dec 15, 2025",Practical agent-safety/infrastructure pattern: sandboxed filesystem virtualization (AgentFS) + MCP tools + hooks for coding agents. citeturn12view0,2025-12-24
agent_infrastructure,openai,https://arxiv.org/abs/2509.25292,A Measurement Study of Model Context Protocol,arXiv,"Sep 29, 2025","Large-scale empirical analysis of MCP markets/servers/clients (validity, security/maintenance risks), useful for MCP infra strategy. citeturn0academia17",2025-12-24
agent_infrastructure,openai,https://www.itpro.com/software/development/openais-skills-in-codex-service-aims-to-supercharge-agent-efficiency-for-developers,OpenAI's 'Skills in Codex' service aims to supercharge agent efficiency for developers,ITPro,"Dec 23, 2025",Recent reporting on modular “skills” packages for Codex and cross-platform Agent Skills standardization—important for agent workflow reuse. citeturn2news13,2025-12-24
agent_infrastructure,openai,https://www.techradar.com/pro/anthropic-takes-the-fight-to-openai-with-enterprise-ai-tools-and-theyre-going-open-source-too,Anthropic takes the fight to OpenAI with enterprise AI tools - and they're going open source too,TechRadar,"Dec 22, 2025",Recent coverage of Anthropic open-sourcing Agent Skills and positioning them alongside MCP for enterprise agent infrastructure. citeturn2news12,2025-12-24
agent_infrastructure,anthropic,https://techcrunch.com/2025/12/10/google-is-going-all-in-on-mcp-servers-agent-ready-by-design/,Google launches managed MCP servers that let AI agents simply plug into its tools,TechCrunch,"December 10, 2025","Major announcement of Google's fully managed remote MCP servers for Maps, BigQuery, and more with enterprise security features.",2025-12-24
agent_infrastructure,anthropic,https://www.linuxfoundation.org/press/linux-foundation-announces-the-formation-of-the-agentic-ai-foundation,Linux Foundation Announces the Formation of the Agentic AI Foundation (AAIF),Linux Foundation,"December 9, 2025","Foundational news: Anthropic, Block, and OpenAI co-founded AAIF, donating MCP, goose, and AGENTS.md to neutral governance.",2025-12-24
agent_infrastructure,anthropic,https://www.infoq.com/news/2025/12/agentic-ai-foundation/,OpenAI and Anthropic Donate AGENTS.md and Model Context Protocol to New Agentic AI Foundation,InfoQ,"December 23, 2025",Breaking coverage of AAIF launch with analysis of project contributions and industry implications.,2025-12-24
agent_infrastructure,anthropic,https://openai.com/index/agentic-ai-foundation/,OpenAI co-founds the Agentic AI Foundation under the Linux Foundation,OpenAI Blog,December 2025,"Official OpenAI announcement of AAIF co-founding and contribution of AGENTS.md standard adopted by 60,000+ projects.",2025-12-24
agent_infrastructure,anthropic,https://openai.com/index/introducing-agentkit/,Introducing AgentKit,OpenAI Blog,2025,"OpenAI's complete set of tools for building, deploying, and optimizing agents including visual Agent Builder.",2025-12-24
agent_infrastructure,anthropic,https://openai.github.io/openai-agents-js/,OpenAI Agents SDK TypeScript,OpenAI,recent,"Official TypeScript version of Agents SDK with Zod validation, guardrails, and full MCP primitives support.",2025-12-24
agent_infrastructure,anthropic,https://temporal.io/blog/announcing-openai-agents-sdk-integration,Production-ready agents with the OpenAI Agents SDK + Temporal,Temporal Blog,2025,Critical integration: Temporal adds durable execution to OpenAI Agents SDK for production-grade reliability.,2025-12-24
agent_infrastructure,anthropic,https://www.anthropic.com/engineering/code-execution-with-mcp,Code execution with MCP: building more efficient AI agents,Anthropic Engineering Blog,recent,Anthropic's approach to reducing token usage by 98.7% using code execution with MCP servers.,2025-12-24
